task,transform,parcel,lb,ub,variable,estimate,p
Cuedts,unscaled,LH_Default_Temp_5,-0.00879468838027331,0.000555328747290371,univariate,-0.00341811083313925,0.0678
Cuedts,unscaled,LH_Default_Temp_5,-0.00859981195670037,0.00399934920634104,multivariate,-0.00160829313764861,0.3152
Cuedts,unscaled,LH_Default_Temp_5,-0.0023671812400601,0.00669482350117433,contrast,0.00180981769549064,0.4262
Cuedts,unscaled,LH_Default_Temp_6,-0.0117628253358884,0.0123634443949724,univariate,-0.00293473145435096,0.2941
Cuedts,unscaled,LH_Default_Temp_6,-0.00791494667031126,0.0168387134376712,multivariate,0.00213554135383692,0.6261
Cuedts,unscaled,LH_Default_Temp_6,0.000446332813744578,0.0115541864751775,contrast,0.00507027280818788,0.0542
Cuedts,unscaled,LH_Default_Temp_7,-0.00873738296886719,0.0111462947894902,univariate,0.00154114948753696,0.6165
Cuedts,unscaled,LH_Default_Temp_7,-0.00671277080174005,0.0147532220572509,multivariate,0.00415767175379583,0.7711
Cuedts,unscaled,LH_Default_Temp_7,-0.00102846129054229,0.00656088312537994,contrast,0.00261652226625887,0.1852
Cuedts,unscaled,LH_Default_Temp_8,-0.0168902104942992,0.00105261360593137,univariate,-0.00733234600861866,0.059
Cuedts,unscaled,LH_Default_Temp_8,-0.0259593731501505,0.00288503537084675,multivariate,-0.00935807558899078,0.098
Cuedts,unscaled,LH_Default_Temp_8,-0.0108201209211943,0.00443607078304457,contrast,-0.00202572958037212,0.6164
Cuedts,unscaled,LH_Default_Temp_9,-0.0127242577443168,0.00781227163609644,univariate,-0.00145611720054669,0.4022
Cuedts,unscaled,LH_Default_Temp_9,-0.00977399487068972,0.0175568510380786,multivariate,0.00261796143609619,0.6388
Cuedts,unscaled,LH_Default_Temp_9,-0.000775388518216859,0.0152960917175747,contrast,0.00407407863664288,0.2624
Cuedts,unscaled,LH_Default_Temp_10,-0.011640966887255,0.00348806667266645,univariate,-0.00351609954296983,0.1861
Cuedts,unscaled,LH_Default_Temp_10,-0.009844631432753,0.00940332737186495,multivariate,-0.00120749779770071,0.3884
Cuedts,unscaled,LH_Default_Temp_10,-0.00139237729023261,0.00689098801532246,contrast,0.00230860174526912,0.2622
Cuedts,unscaled,LH_Default_Par_1,-0.0106496644429677,0.00185147178968251,univariate,-0.0039467812114306,0.1059
Cuedts,unscaled,LH_Default_Par_1,-0.00601783440426978,0.00645669750509002,multivariate,0.000491417306066264,0.5635
Cuedts,unscaled,LH_Default_Par_1,-0.000286049955442522,0.0107428410734181,contrast,0.00443819851749686,0.11
Cuedts,unscaled,LH_Default_Par_2,-0.000883456388895102,0.00991426418251447,univariate,0.0035435690665397,0.9087
Cuedts,unscaled,LH_Default_Par_2,-0.00033433253510476,0.0117616637362748,multivariate,0.00470514977129528,0.942
Cuedts,unscaled,LH_Default_Par_2,-0.00153099148065863,0.00340138962926546,contrast,0.00116158070475558,0.3466
Cuedts,unscaled,LH_Default_Par_3,-0.00909582744241506,0.00549101531071624,univariate,-0.00282499921676084,0.2146
Cuedts,unscaled,LH_Default_Par_3,-0.0109521617440069,0.00509604969348432,multivariate,-0.00367437676775198,0.188
Cuedts,unscaled,LH_Default_Par_3,-0.00380445500360353,0.00164677880129061,contrast,-0.000849377550991144,0.5646
Cuedts,unscaled,LH_Default_Par_4,-0.00898746343486572,0.00737877607747076,univariate,-0.000104515051632913,0.5001
Cuedts,unscaled,LH_Default_Par_4,-0.00633440919556971,0.0139149105196912,multivariate,0.00440361560972631,0.804
Cuedts,unscaled,LH_Default_Par_4,0.000798193670618607,0.00836236526402317,contrast,0.00450813066135922,0.0206
Cuedts,unscaled,LH_Default_Par_5,-0.0186907777417572,-0.00119188942956032,univariate,-0.00923724259591478,0.0184
Cuedts,unscaled,LH_Default_Par_5,-0.0185910124225422,0.000183802179617609,multivariate,-0.00818056955769146,0.0414
Cuedts,unscaled,LH_Default_Par_5,-0.00201234154419186,0.00382455958076183,contrast,0.00105667303822331,0.4782
Cuedts,unscaled,LH_Default_Par_6,-0.0112123391593343,0.019167297376722,univariate,0.000545283688656389,0.51
Cuedts,unscaled,LH_Default_Par_6,-0.0110182916585709,0.0278223800749872,multivariate,0.001440852724557,0.5332
Cuedts,unscaled,LH_Default_Par_6,-0.002850429374384,0.00722764629173108,contrast,0.000895569035900615,0.7516
Cuedts,unscaled,LH_Default_Par_7,-0.0134519857679726,0.0063040690780337,univariate,-0.00296223833468963,0.288
Cuedts,unscaled,LH_Default_Par_7,-0.013459053311397,0.00797032230487121,multivariate,-0.00207929060835678,0.3589
Cuedts,unscaled,LH_Default_Par_7,-0.00188875479484857,0.00318424656677034,contrast,0.00088294772633285,0.4874
Cuedts,unscaled,LH_Default_PFC_1,-0.00713095835085276,0.00881210942412127,univariate,9.10565773075411e-06,0.4924
Cuedts,unscaled,LH_Default_PFC_1,-0.0100605003692783,0.0102581474028805,multivariate,-3.06065037425085e-05,0.4884
Cuedts,unscaled,LH_Default_PFC_1,-0.00745214584687188,0.00767212272192119,contrast,-3.97121614732626e-05,0.9942
Cuedts,unscaled,LH_Default_PFC_2,-0.0191303125568221,0.0120805534814906,univariate,-0.00295971682603686,0.3505
Cuedts,unscaled,LH_Default_PFC_2,-0.0298979049360322,0.0128653580520383,multivariate,-0.00604313823982378,0.2892
Cuedts,unscaled,LH_Default_PFC_2,-0.0244201314842644,0.00622443406248098,contrast,-0.00308342141378692,0.7156
Cuedts,unscaled,LH_Default_PFC_3,-0.0556449057427903,-0.0150487658699444,univariate,-0.0296108977318981,0
Cuedts,unscaled,LH_Default_PFC_3,-0.0489429512676289,-0.0114115631340277,multivariate,-0.0293044037463509,0.001
Cuedts,unscaled,LH_Default_PFC_3,-0.0127736081151319,0.017154811320808,contrast,0.00030649398554719,0.9996
Cuedts,unscaled,LH_Default_PFC_4,-0.0109443739221709,0.0058100726120451,univariate,-0.00224285339697807,0.2978
Cuedts,unscaled,LH_Default_PFC_4,-0.0155402906979403,0.00945163553128642,multivariate,-0.00340845523194222,0.3044
Cuedts,unscaled,LH_Default_PFC_4,-0.0098348713540722,0.00749442845253966,contrast,-0.00116560183496415,0.7994
Cuedts,unscaled,LH_Default_PFC_5,-0.0294820079168089,0.000243992311170044,univariate,-0.0151594227319197,0.0275
Cuedts,unscaled,LH_Default_PFC_5,-0.0326894594844164,0.00366663038045996,multivariate,-0.0147641496898764,0.0636
Cuedts,unscaled,LH_Default_PFC_5,-0.0105642181113867,0.00898244253137027,contrast,0.00039527304204335,0.9028
Cuedts,unscaled,LH_Default_PFC_6,-0.0219758167497798,0.00892838290682461,univariate,-0.00184972348490524,0.4345
Cuedts,unscaled,LH_Default_PFC_6,-0.0410295262518651,0.00507983115983713,multivariate,-0.00828276841764883,0.2316
Cuedts,unscaled,LH_Default_PFC_6,-0.0186532224492412,-0.00119139964871432,contrast,-0.00643304493274359,0.0588
Cuedts,unscaled,LH_Default_PFC_7,-0.0180128761988688,0.00529270669342437,univariate,-0.00509350949967479,0.2033
Cuedts,unscaled,LH_Default_PFC_7,-0.0156685050457316,0.0133025343457455,multivariate,0.000660399877191978,0.5451
Cuedts,unscaled,LH_Default_PFC_7,-0.000872461983713395,0.0123700212160988,contrast,0.00575390937686677,0.0944
Cuedts,unscaled,LH_Default_PFC_8,-0.0177733811269943,-0.0014562622732956,univariate,-0.00790449147003535,0.0203
Cuedts,unscaled,LH_Default_PFC_8,-0.0164311487162428,0.00177667562364715,multivariate,-0.00620715230577552,0.0876
Cuedts,unscaled,LH_Default_PFC_8,-0.00219121406367083,0.00530859669198567,contrast,0.00169733916425983,0.3832
Cuedts,unscaled,LH_Default_PFC_9,-0.0107606581098222,0.000550706170599793,univariate,-0.00436973954255047,0.0591
Cuedts,unscaled,LH_Default_PFC_9,-0.0112272128259812,-0.000884309332891552,multivariate,-0.00559256661328204,0.0159
Cuedts,unscaled,LH_Default_PFC_9,-0.00295551389207412,0.000684024189117161,contrast,-0.00122282707073158,0.202
Cuedts,unscaled,LH_Default_PFC_10,-0.0140677152040417,0.00710062751601046,univariate,-0.0036724878842578,0.2589
Cuedts,unscaled,LH_Default_PFC_10,-0.0124608527244714,0.0106341145889803,multivariate,-0.00120534595062309,0.4228
Cuedts,unscaled,LH_Default_PFC_10,-0.00121485461366596,0.00636269272576436,contrast,0.00246714193363471,0.2126
Cuedts,unscaled,LH_Default_PFC_11,-0.0095141317575395,0.00459549311189423,univariate,-0.00310979756403254,0.1934
Cuedts,unscaled,LH_Default_PFC_11,-0.0191282474488635,0.00211450495455487,multivariate,-0.00588662756430232,0.1273
Cuedts,unscaled,LH_Default_PFC_11,-0.0139542810808175,0.00263426711673809,contrast,-0.00277683000026978,0.5048
Cuedts,unscaled,LH_Default_PFC_12,-0.000739518695560244,0.00923968560481132,univariate,0.00426033805176812,0.9485
Cuedts,unscaled,LH_Default_PFC_12,-0.000784651768965018,0.0125324506814529,multivariate,0.00556245593038782,0.9479
Cuedts,unscaled,LH_Default_PFC_12,-0.00167056864480795,0.00439022304662507,contrast,0.00130211787861969,0.4074
Cuedts,unscaled,LH_Default_PFC_13,-0.0115489021351799,-0.00137575453059731,univariate,-0.0056850472529401,0.0097
Cuedts,unscaled,LH_Default_PFC_13,-0.0125853342301508,-0.000845561891353768,multivariate,-0.00600004816789536,0.0192
Cuedts,unscaled,LH_Default_PFC_13,-0.00320186562816257,0.00270462797025961,contrast,-0.000315000914955257,0.8104
Cuedts,unscaled,LH_Default_PFC_14,-0.00885943392396662,0.0040115428542949,univariate,-0.00185490541554766,0.2908
Cuedts,unscaled,LH_Default_PFC_14,-0.0087848640748885,0.0036792666863881,multivariate,-0.00180568547652564,0.2962
Cuedts,unscaled,LH_Default_PFC_14,-0.001887686114005,0.00227367991084244,contrast,4.92199390220161e-05,0.9678
Cuedts,unscaled,LH_Default_PFC_15,-0.00823179461020289,0.00317352187247943,univariate,-0.0030404491552057,0.1513
Cuedts,unscaled,LH_Default_PFC_15,-0.00977692749036345,0.00348387816436772,multivariate,-0.00347548092910678,0.1548
Cuedts,unscaled,LH_Default_PFC_15,-0.00330587545534336,0.00249255278129688,contrast,-0.000435031773901085,0.7706
Cuedts,unscaled,LH_Default_PFC_16,-0.0101494569147799,0.00198546435441973,univariate,-0.0036455480555867,0.1173
Cuedts,unscaled,LH_Default_PFC_16,-0.00868311417810797,0.00559371409514686,multivariate,-0.00207178199426343,0.2873
Cuedts,unscaled,LH_Default_PFC_16,-0.00135490436876619,0.00532831169419159,contrast,0.00157376606132327,0.3812
Cuedts,unscaled,LH_Default_PFC_17,-0.0115015733862034,0.0040684759505283,univariate,-0.00313292571036576,0.2189
Cuedts,unscaled,LH_Default_PFC_17,-0.0143348909787249,0.00580087126741024,multivariate,-0.0039239673598226,0.2204
Cuedts,unscaled,LH_Default_PFC_17,-0.00609743442822257,0.00336559505570946,contrast,-0.000791041649456842,0.7632
Cuedts,unscaled,LH_Default_PFC_18,-0.00575618998649108,0.00576035648815743,univariate,-0.00044410492684914,0.4259
Cuedts,unscaled,LH_Default_PFC_18,-0.00893215633567419,0.00470311471695606,multivariate,-0.00227290934969814,0.2623
Cuedts,unscaled,LH_Default_PFC_18,-0.00459524542247267,0.000368208811155771,contrast,-0.001828804422849,0.1388
Cuedts,unscaled,LH_Default_PFC_19,-0.00835674043814536,0.000739464417803104,univariate,-0.00396594803654002,0.0516
Cuedts,unscaled,LH_Default_PFC_19,-0.00939917102122229,0.00072016570478482,multivariate,-0.00449262761591902,0.0448
Cuedts,unscaled,LH_Default_PFC_19,-0.00278042062269309,0.00138589312162603,contrast,-0.000526679579378998,0.6362
Cuedts,unscaled,LH_Default_PFC_20,-0.0131562338883555,0.0122291280121517,univariate,0.000117021037630033,0.507
Cuedts,unscaled,LH_Default_PFC_20,-0.00967931863991137,0.0177628751929118,multivariate,0.00346491990061627,0.6806
Cuedts,unscaled,LH_Default_PFC_20,-0.000567567749737135,0.00772013987289592,contrast,0.00334789886298624,0.1204
Cuedts,unscaled,LH_Default_PFC_21,-0.0101763505629972,0.0065132496642302,univariate,-0.00143216827214113,0.3723
Cuedts,unscaled,LH_Default_PFC_21,-0.00914716650336635,0.0122620896424379,multivariate,0.000639589285299724,0.5408
Cuedts,unscaled,LH_Default_PFC_21,-0.00120908226980697,0.00693832533246317,contrast,0.00207175755744086,0.3176
Cuedts,unscaled,LH_Default_PFC_22,-0.00470242884252766,0.0144186042154576,univariate,0.00208323295399318,0.6492
Cuedts,unscaled,LH_Default_PFC_22,-0.00228400890921539,0.0256046376000156,multivariate,0.00682686911913538,0.8564
Cuedts,unscaled,LH_Default_PFC_22,0.000903109741545038,0.0158644709427132,contrast,0.0047436361651422,0.0578000000000001
Cuedts,unscaled,LH_Default_PFC_23,-0.00778033867741928,0.00186353408020828,univariate,-0.00271272170791462,0.1395
Cuedts,unscaled,LH_Default_PFC_23,-0.00861705583732878,0.00240058401175727,multivariate,-0.00251801196547912,0.1856
Cuedts,unscaled,LH_Default_PFC_23,-0.00225046435606028,0.00287953619061702,contrast,0.0001947097424355,0.8966
Cuedts,unscaled,LH_Default_PFC_24,-0.00487180403210932,0.0076622539342146,univariate,0.00193751158513345,0.7298
Cuedts,unscaled,LH_Default_PFC_24,-0.00303837991898681,0.0113168228020685,multivariate,0.00435276418994317,0.8843
Cuedts,unscaled,LH_Default_PFC_24,-9.47586236793437e-05,0.00614540251401848,contrast,0.00241525260480972,0.1052
Cuedts,unscaled,LH_Default_pCunPCC_1,-0.00842623059536616,0.0148027174019774,univariate,0.00219324688212529,0.6377
Cuedts,unscaled,LH_Default_pCunPCC_1,-0.00770873664119355,0.0253355749507305,multivariate,0.00702207805907652,0.7991
Cuedts,unscaled,LH_Default_pCunPCC_1,-0.000740198533279495,0.011870783332473,contrast,0.00482883117695124,0.1304
Cuedts,unscaled,LH_Default_pCunPCC_2,-0.0039812191396429,0.0126930786505568,univariate,0.00273609942602397,0.7295
Cuedts,unscaled,LH_Default_pCunPCC_2,-0.00421637281095352,0.0148060133721277,multivariate,0.00386584553481154,0.7822
Cuedts,unscaled,LH_Default_pCunPCC_2,-0.00271658606630803,0.00590374833588505,contrast,0.00112974610878757,0.6128
Cuedts,unscaled,LH_Default_pCunPCC_3,-0.017277509885684,0.00257143059959787,univariate,-0.0061918169019146,0.1079
Cuedts,unscaled,LH_Default_pCunPCC_3,-0.0174271798994862,0.00482654500911361,multivariate,-0.00491572838104003,0.1941
Cuedts,unscaled,LH_Default_pCunPCC_3,-0.00232645585147597,0.00505396353626612,contrast,0.00127608852087457,0.5038
Cuedts,unscaled,LH_Default_pCunPCC_4,0.00745046537488949,0.0366312778270394,univariate,0.0176986779319972,0.999
Cuedts,unscaled,LH_Default_pCunPCC_4,0.0153908304012177,0.044908614693116,multivariate,0.0269810837100179,0.9999
Cuedts,unscaled,LH_Default_pCunPCC_4,0.00382293185792502,0.0151365584433909,contrast,0.00928240577802068,0.00239999999999996
Cuedts,unscaled,LH_Default_pCunPCC_5,0.00498598678017477,0.0399584111345005,univariate,0.0203557315060863,0.991
Cuedts,unscaled,LH_Default_pCunPCC_5,0.00551773372923456,0.0439750241581242,multivariate,0.0217480980294419,0.9924
Cuedts,unscaled,LH_Default_pCunPCC_5,-0.00229994107662035,0.00570379539483052,contrast,0.00139236652335559,0.505
Cuedts,unscaled,LH_Default_pCunPCC_6,-0.0188109254387021,0.00310748586027373,univariate,-0.00537970331768872,0.1622
Cuedts,unscaled,LH_Default_pCunPCC_6,-0.0211979209962726,0.00563843085697458,multivariate,-0.00446249505631563,0.2599
Cuedts,unscaled,LH_Default_pCunPCC_6,-0.00295982171270093,0.00545257119328741,contrast,0.000917208261373093,0.6744
Cuedts,unscaled,LH_Default_pCunPCC_7,-0.00815999704670029,0.00935304348441126,univariate,0.00112739870699725,0.6005
Cuedts,unscaled,LH_Default_pCunPCC_7,-0.0115168764542015,0.00805220245234734,multivariate,-0.00119800622556128,0.4085
Cuedts,unscaled,LH_Default_pCunPCC_7,-0.00528567508186843,0.00063469304222304,contrast,-0.00232540493255853,0.1418
Cuedts,unscaled,LH_Default_pCunPCC_8,-0.0133534513693117,0.0041908750834453,univariate,-0.00487066905509001,0.1348
Cuedts,unscaled,LH_Default_pCunPCC_8,-0.0118953477186907,0.0109463355041468,multivariate,-0.000871670527880439,0.4384
Cuedts,unscaled,LH_Default_pCunPCC_8,-0.000467366657752272,0.00856104729701366,contrast,0.00399899852720957,0.0904
Cuedts,unscaled,LH_Default_pCunPCC_9,-0.0415672017193633,0.00422975133313119,univariate,-0.00868823828389568,0.2088
Cuedts,unscaled,LH_Default_pCunPCC_9,-0.112134371230779,0.000829571791362526,multivariate,-0.02412790879423,0.1118
Cuedts,unscaled,LH_Default_pCunPCC_9,-0.0607038242573586,-0.00147170348318123,contrast,-0.0154396705103343,0.1066
Cuedts,unscaled,LH_Default_pCunPCC_10,-0.0103424822342775,0.0133751300924182,univariate,0.00120262456780051,0.5756
Cuedts,unscaled,LH_Default_pCunPCC_10,-0.0120320068950621,0.0153727198916511,multivariate,0.00160957400352615,0.5891
Cuedts,unscaled,LH_Default_pCunPCC_10,-0.00448523624516351,0.00486826931699018,contrast,0.00040694943572564,0.8672
Cuedts,unscaled,LH_Default_pCunPCC_11,-1.60991357304275e-05,1.87910968514727e-05,univariate,-6.92417619017465e-07,0.4592
Cuedts,unscaled,LH_Default_pCunPCC_11,-0.000551816068591683,0.000731341603216137,multivariate,0.000208926922545899,0.7476
Cuedts,unscaled,LH_Default_pCunPCC_11,-0.000533092762892621,0.000730248187962269,contrast,0.000209619340164916,0.4938
Cuedts,unscaled,RH_Vis_1,-0.00501243112200483,0.00673539136827327,univariate,0.000414151327358947,0.5502
Cuedts,unscaled,RH_Vis_1,-0.0237713633904541,0.00454085107534482,multivariate,-0.0073376877622284,0.1509
Cuedts,unscaled,RH_Vis_1,-0.0239067008844662,0.00378193995479672,contrast,-0.00775183908958735,0.2562
Cuedts,unscaled,RH_Vis_2,-0.0138374194460628,0.00336211017957481,univariate,-0.00375183531860344,0.2006
Cuedts,unscaled,RH_Vis_2,-0.0194457047071136,0.00524917290617789,multivariate,-0.00481598575960077,0.2274
Cuedts,unscaled,RH_Vis_2,-0.00691179499846016,0.00593156385943345,contrast,-0.00106415044099732,0.7348
Cuedts,unscaled,RH_Vis_3,-0.0295305231294933,0.00905210197614132,univariate,-0.0057358859177083,0.2879
Cuedts,unscaled,RH_Vis_3,-0.0329221056886218,0.0104807189866117,multivariate,-0.00603031056607112,0.2959
Cuedts,unscaled,RH_Vis_3,-0.00805034395909974,0.00632781772491041,contrast,-0.000294424648362823,0.947
Cuedts,unscaled,RH_Vis_4,-0.0088765465696123,0.0116912342373925,univariate,0.000537386723972869,0.54
Cuedts,unscaled,RH_Vis_4,0.000427233281514836,0.0288705180973285,multivariate,0.01326687822608,0.9655
Cuedts,unscaled,RH_Vis_4,0.00383070759431551,0.0264224761003887,contrast,0.0127294915021071,0.012
Cuedts,unscaled,RH_Vis_5,-0.0179083668265653,0.00395824490936196,univariate,-0.00464025616554769,0.2029
Cuedts,unscaled,RH_Vis_5,-0.0261183677645958,0.00615813502170382,multivariate,-0.00584880697355397,0.2388
Cuedts,unscaled,RH_Vis_5,-0.00867417425390618,0.00339263684043307,contrast,-0.00120855080800628,0.7152
Cuedts,unscaled,RH_Vis_6,-0.0162145107704098,0.00647192046051126,univariate,-0.00409586512132116,0.2446
Cuedts,unscaled,RH_Vis_6,-0.0167750338638413,0.00814860389604179,multivariate,-0.00414834519845911,0.2607
Cuedts,unscaled,RH_Vis_6,-0.00506737261566354,0.00410133056429473,contrast,-5.24800771379494e-05,0.9992
Cuedts,unscaled,RH_Vis_7,-0.00615666806548331,0.00720658520643853,univariate,0.000625808336885414,0.5743
Cuedts,unscaled,RH_Vis_7,-0.00859986415925575,0.0122779127780592,multivariate,0.00155718135027708,0.6103
Cuedts,unscaled,RH_Vis_7,-0.00534818320996168,0.00826748023606458,contrast,0.000931373013391662,0.8136
Cuedts,unscaled,RH_Vis_8,-0.00964784104847387,0.0291861594889517,univariate,0.00579603777689509,0.7172
Cuedts,unscaled,RH_Vis_8,-0.00245188178328614,0.0451327369130098,multivariate,0.0159025057990846,0.916
Cuedts,unscaled,RH_Vis_8,0.00222063117782823,0.0269263408431688,contrast,0.0101064680221895,0.0449999999999999
Cuedts,unscaled,RH_Vis_9,-0.0157992812553548,0.00209737271742162,univariate,-0.00444644801492727,0.1461
Cuedts,unscaled,RH_Vis_9,-0.0229717488679772,0.00245723546660474,multivariate,-0.00682964527738765,0.1292
Cuedts,unscaled,RH_Vis_9,-0.00985933838169774,0.00291157017333541,contrast,-0.00238319726246038,0.4772
Cuedts,unscaled,RH_Vis_10,-0.0178338130106958,0.0074692962400978,univariate,-0.00574796599624328,0.1839
Cuedts,unscaled,RH_Vis_10,-0.0237327271391893,0.0144800662569799,multivariate,-0.00309276931472768,0.3819
Cuedts,unscaled,RH_Vis_10,-0.0108046789139368,0.0117468572419568,contrast,0.0026551966815156,0.61
Cuedts,unscaled,RH_Vis_11,-0.0168642484983306,0.0123724994377992,univariate,-0.00131013912635517,0.4395
Cuedts,unscaled,RH_Vis_11,-0.0170353273052377,0.015720194702486,multivariate,-0.000224316935713773,0.4886
Cuedts,unscaled,RH_Vis_11,-0.00311622303790728,0.00570447703442176,contrast,0.0010858221906414,0.6384
Cuedts,unscaled,RH_Vis_12,-0.0302204871265474,0.00856519915188112,univariate,-0.00672109104337602,0.2523
Cuedts,unscaled,RH_Vis_12,-0.0327805331596591,0.0142396081763499,multivariate,-0.0053996202675482,0.3399
Cuedts,unscaled,RH_Vis_12,-0.0068327456307417,0.00933833480969368,contrast,0.00132147077582782,0.7634
Cuedts,unscaled,RH_Vis_13,-0.00735638590643228,0.0476963830540749,univariate,0.0155361080549332,0.872
Cuedts,unscaled,RH_Vis_13,-0.0301926995107265,0.0509228851710187,multivariate,0.010435733447536,0.6945
Cuedts,unscaled,RH_Vis_13,-0.0341090115909224,0.0125687737433028,contrast,-0.00510037460739728,0.6962
Cuedts,unscaled,RH_Vis_14,-0.013387920416504,0.0376856428821928,univariate,0.00987270956306087,0.7714
Cuedts,unscaled,RH_Vis_14,-0.0182835121744512,0.0482946194572697,multivariate,0.0109656057966067,0.7251
Cuedts,unscaled,RH_Vis_14,-0.010726762422925,0.013042765897373,contrast,0.00109289623354579,0.8634
Cuedts,unscaled,RH_Vis_15,-0.00680709231570771,0.0286584515188896,univariate,0.00670017696891472,0.7753
Cuedts,unscaled,RH_Vis_15,-0.0107373781540296,0.0303904655319737,multivariate,0.00600689742226196,0.7088
Cuedts,unscaled,RH_Vis_15,-0.012587772461386,0.0111358914663216,contrast,-0.000693279546652763,0.9006
Cuedts,unscaled,RH_Vis_16,-0.00557087924786216,0.00732234851872122,univariate,0.00133238195582635,0.6626
Cuedts,unscaled,RH_Vis_16,-0.00432492111953332,0.0100744981133123,multivariate,0.00296282681946748,0.7832
Cuedts,unscaled,RH_Vis_16,-0.00164674899451459,0.00440001249145967,contrast,0.00163044486364113,0.2898
Cuedts,unscaled,RH_Vis_17,-0.0311741493334532,0.0285790797696197,univariate,0.00315807959841599,0.5884
Cuedts,unscaled,RH_Vis_17,-0.0679118734161687,0.0222862247026939,multivariate,-0.0138041857559637,0.2768
Cuedts,unscaled,RH_Vis_17,-0.0432055520741902,-0.00174533195011859,contrast,-0.0169622653543796,0.0664
Cuedts,unscaled,RH_Vis_18,-0.00375566187336863,0.0186189263204074,univariate,0.00282684396635466,0.6861
Cuedts,unscaled,RH_Vis_18,-0.00606424437657717,0.0206822502590361,multivariate,0.00199193619668338,0.6001
Cuedts,unscaled,RH_Vis_18,-0.00412026333933079,0.00239477339890725,contrast,-0.000834907769671281,0.6272
Cuedts,unscaled,RH_Vis_19,-0.0072272590992593,0.0235670436764325,univariate,0.00628370232080712,0.7891
Cuedts,unscaled,RH_Vis_19,-0.00763351923905009,0.0321144880401091,multivariate,0.00946129794702022,0.8274
Cuedts,unscaled,RH_Vis_19,-0.00180779068679492,0.00891271877028072,contrast,0.0031775956262131,0.2512
Cuedts,unscaled,RH_Vis_20,-0.00400618570782205,0.0375123983129991,univariate,0.013729001075899,0.9098
Cuedts,unscaled,RH_Vis_20,-0.000124755707473331,0.0508753264672163,multivariate,0.0215258696635841,0.9537
Cuedts,unscaled,RH_Vis_20,0.00151883873610433,0.0172587246706489,contrast,0.00779686858768507,0.0291999999999999
Cuedts,unscaled,RH_Vis_21,-0.0340337523743577,0.00498803429909032,univariate,-0.00772390296706584,0.2008
Cuedts,unscaled,RH_Vis_21,-0.0560258116053141,0.00511720858691843,multivariate,-0.0140510382759551,0.1588
Cuedts,unscaled,RH_Vis_21,-0.0218159173525422,0.00198376609586681,contrast,-0.00632713530888929,0.2676
Cuedts,unscaled,RH_Vis_22,-0.0122508224172029,-0.000602469221030277,univariate,-0.00562384340360446,0.0262
Cuedts,unscaled,RH_Vis_22,-0.0130515299462008,0.00252631502067686,multivariate,-0.00481119475876848,0.1123
Cuedts,unscaled,RH_Vis_22,-0.00422234738418377,0.00390478696698857,contrast,0.000812648644835976,0.6612
Cuedts,unscaled,RH_Vis_23,-0.0164975666539779,0.00277164537677818,univariate,-0.00420889494832237,0.1823
Cuedts,unscaled,RH_Vis_23,-0.0169464278713019,0.00268683337008181,multivariate,-0.00482316017516102,0.1637
Cuedts,unscaled,RH_Vis_23,-0.00419989562563546,0.00250585039715428,contrast,-0.000614265226838648,0.7304
Cuedts,unscaled,RH_Vis_24,-0.0137622882852451,0.00852815809312125,univariate,0.000592656016045835,0.5612
Cuedts,unscaled,RH_Vis_24,-0.0158228675927411,0.0111028460755725,multivariate,0.00106004733826139,0.5905
Cuedts,unscaled,RH_Vis_24,-0.0035168249823853,0.00450322131179891,contrast,0.00046739132221555,0.8086
Cuedts,unscaled,RH_Vis_25,-0.0148811068430562,0.00463383278236899,univariate,-0.00282324759724907,0.2933
Cuedts,unscaled,RH_Vis_25,-0.0137420862809933,0.0079587474184585,multivariate,-0.000480525305797994,0.4787
Cuedts,unscaled,RH_Vis_25,-0.00108074398259791,0.00705527136312745,contrast,0.00234272229145108,0.2532
Cuedts,unscaled,RH_Vis_26,-0.0014555409875313,0.0136439311909572,univariate,0.00481040947542529,0.9025
Cuedts,unscaled,RH_Vis_26,-0.00211612984082823,0.0160569056927602,multivariate,0.00531401910740149,0.8813
Cuedts,unscaled,RH_Vis_26,-0.00219199048666954,0.00334074749876283,contrast,0.000503609631976196,0.7224
Cuedts,unscaled,RH_Vis_27,-0.00563799335864565,0.0260284073371185,univariate,0.00331783114184521,0.6494
Cuedts,unscaled,RH_Vis_27,-0.00584686155616962,0.0263453456252247,multivariate,0.00388313777236149,0.673
Cuedts,unscaled,RH_Vis_27,-0.00176752171001403,0.00373974484473656,contrast,0.00056530663051628,0.7298
Cuedts,unscaled,RH_Vis_28,-0.00510390783153168,0.0121006961050057,univariate,0.0041358409489859,0.8283
Cuedts,unscaled,RH_Vis_28,-0.00562781832526701,0.0132294690378378,multivariate,0.00434187637437912,0.8215
Cuedts,unscaled,RH_Vis_28,-0.00236754233000331,0.00284608244565355,contrast,0.000206035425393217,0.884
Cuedts,unscaled,RH_Vis_29,-0.0135562675492154,0.00383415420146794,univariate,-0.00439809433750814,0.156
Cuedts,unscaled,RH_Vis_29,-0.0143414646787151,0.0060268570868116,multivariate,-0.00397391181000437,0.2234
Cuedts,unscaled,RH_Vis_29,-0.00354206339086394,0.00455529831171678,contrast,0.000424182527503772,0.8606
Cuedts,unscaled,RH_Vis_30,-0.0051587658016674,0.0188073339667864,univariate,0.00275792296846873,0.6635
Cuedts,unscaled,RH_Vis_30,-0.00809430553124635,0.016874642323472,multivariate,0.000639581527298247,0.5193
